Timestamp,Global_active_power,Global_reactive_power,Voltage
2007-01-01 00:00:00,2.5506333333333333,0.1128,241.36133333333333
2007-01-01 01:00:00,2.5234,0.07163333333333334,241.09650000000002
2007-01-01 02:00:00,2.582333333333333,0.10666666666666667,243.20016666666666
2007-01-01 03:00:00,2.5416666666666665,0.0901,243.26566666666668
2007-01-01 04:00:00,2.4757333333333333,0.08816666666666667,242.4561666666667
2007-01-01 05:00:00,2.4762333333333335,0.10166666666666666,242.34866666666667
2007-01-01 06:00:00,2.4558000000000004,0.08613333333333334,241.22183333333334
2007-01-01 07:00:00,2.4472,0.10686666666666667,240.31416666666667
2007-01-01 08:00:00,2.441733333333333,0.0781,241.14316666666667
2007-01-01 09:00:00,3.1461333333333332,0.06760000000000001,239.77883333333332
2007-01-01 10:00:00,2.6617333333333333,0.11026666666666667,238.42516666666668
2007-01-01 11:00:00,2.576,0.07116666666666666,237.3245
2007-01-01 12:00:00,2.615866666666667,0.12083333333333333,237.75799999999998
2007-01-01 13:00:00,2.1624,0.06723333333333333,238.6695
2007-01-01 14:00:00,1.2944,0.24123333333333333,240.65666666666667
2007-01-01 15:00:00,1.9091666666666667,0.11086666666666667,238.91516666666666
2007-01-01 16:00:00,1.3901000000000001,0.11063333333333333,239.3875
2007-01-01 17:00:00,1.6320666666666668,0.1295,237.47633333333334
2007-01-01 18:00:00,1.4619,0.0692,238.33633333333333
2007-01-01 19:00:00,0.7323000000000001,0.12716666666666668,237.75799999999998
2007-01-01 20:00:00,0.4123,0.07113333333333333,237.82683333333335
2007-01-01 21:00:00,0.43393333333333334,0.1006,239.42316666666665
2007-01-01 22:00:00,0.4437333333333333,0.1149,241.1243333333333
2007-01-01 23:00:00,0.4499666666666667,0.11496666666666668,243.8275
2007-01-02 00:00:00,0.44643333333333335,0.1211,242.2555
2007-01-02 01:00:00,0.43673333333333336,0.09576666666666668,243.27133333333333
2007-01-02 02:00:00,0.43156666666666665,0.08523333333333333,245.75433333333334
2007-01-02 03:00:00,0.46416666666666667,0.14406666666666668,245.737
2007-01-02 04:00:00,1.0399666666666667,0.0945,243.61233333333334
2007-01-02 05:00:00,0.7106,0.1165,242.43966666666665
2007-01-02 06:00:00,0.4469666666666667,0.1087,243.9255
2007-01-02 07:00:00,0.4125666666666667,0.0649,240.88783333333333
2007-01-02 08:00:00,0.45439999999999997,0.13143333333333335,239.94816666666665
2007-01-02 09:00:00,0.41763333333333336,0.07873333333333334,239.80766666666665
2007-01-02 10:00:00,0.4459,0.12510000000000002,238.77516666666668
2007-01-02 11:00:00,0.4327666666666667,0.10033333333333333,242.04983333333334
2007-01-02 12:00:00,0.42596666666666666,0.08499999999999999,242.00616666666667
2007-01-02 13:00:00,0.45899999999999996,0.1423333333333333,242.46983333333336
2007-01-02 14:00:00,0.43843333333333334,0.10623333333333333,246.38366666666667
2007-01-02 15:00:00,1.4381,0.141,242.95733333333334
2007-01-02 16:00:00,1.4590666666666665,0.10366666666666666,243.09533333333331
2007-01-02 17:00:00,2.1362,0.2619,238.17766666666665
2007-01-02 18:00:00,1.9720666666666666,0.2281,237.5845
2007-01-02 19:00:00,1.5183,0.10336666666666666,239.282
2007-01-02 20:00:00,2.5735333333333332,0.37026666666666663,238.4945
2007-01-02 21:00:00,1.3214333333333335,0.18413333333333334,240.21083333333334
2007-01-02 22:00:00,0.5282333333333333,0.12210000000000001,242.95583333333335
2007-01-02 23:00:00,0.7439,0.0579,244.56866666666664
2007-01-03 00:00:00,1.1254333333333333,0.05656666666666667,244.16183333333336
2007-01-03 01:00:00,0.9007000000000001,0.12496666666666667,243.9425
2007-01-03 02:00:00,0.30483333333333335,0.13073333333333334,246.72216666666665
2007-01-03 03:00:00,0.33330000000000004,0.1831,246.66966666666667
2007-01-03 04:00:00,0.29883333333333334,0.12216666666666667,246.05516666666665
